Transaction_ID,Date,Transaction_Description,Merchant_Name,Amount,Transaction_Type,Category
TXN000298,2024-06-13,FORTIS HOSPITAL,Fortis Healthcare,11919.27,Expense,Healthcare
TXN000299,2024-03-20,AJIO ONLINE,Ajio,73840.00,Expense,Shopping
TXN000300,2024-08-20,BYJUS LEARNING APP,Byju's,11141.74,Expense,Education
TXN000301,2023-07-01,KFC,KFC,364.92,Expense,Food & Dining
TXN000302,2023-10-07,MOBILE RECHARGE VI,Vi,3200.00,Expense,Utilities
TXN000303,2024-09-16,REFUND CREDIT,Merchant Refund,35300.00,Income,Transfer
TXN000304,2025-04-29,ATM WITHDRAWAL,ATM,3880.00,Expense,Cash Withdrawal
TXN000305,2024-12-10,SHELL PETROL PUMP,Shell,1800.00,Expense,Fuel
TXN000306,2023-03-14,ELECTRICITY BILL,State Electricity Board,1990.00,Expense,Utilities
TXN000307,2022-02-21,SALARY CREDIT WIPRO,Wipro Ltd,71900.00,Income,Salary
TXN000308,2024-07-01,SALARY CREDIT WIPRO,Wipro Ltd,181000.00,Income,Salary
TXN000309,2022-09-04,COLLEGE FEE NEFT,University,52230.00,Expense,Education
TXN000310,2024-04-02,ESSAR OIL FUEL STATION,Essar Oil,2650.00,Expense,Fuel
TXN000311,2024-11-06,NEFT TRANSFER CREDIT,Individual,5326.02,Income,Transfer
TXN000312,2025-10-20,RTGS TRANSFER CREDIT,Individual,15912.04,Income,Transfer
TXN000313,2023-02-06,SALARY CREDIT ACCENTURE,Accenture,172100.00,Income,Salary
TXN000314,2024-03-08,ZEPTO GROCERY,Zepto,7267.26,Expense,Groceries
TXN000315,2024-03-23,MUTUAL FUND SIP,Groww,18510.00,Expense,Investment
TXN000316,2023-08-28,FLIPKART ONLINE,Flipkart,24640.00,Expense,Shopping
TXN000317,2023-01-10,REDBUS TICKET,RedBus,75780.41,Expense,Travel
TXN000318,2025-09-12,NPS CONTRIBUTION,NPS Trust,6390.00,Expense,Investment
TXN000319,2024-09-01,COURIER SERVICE PAYMENT,Delhivery,5670.00,Expense,Miscellaneous
TXN000320,2023-10-13,RENT TRANSFER,Landlord,37000.00,Expense,Rent
TXN000321,2022-08-29,NATURE BASKET,Nature's Basket,5290.00,Expense,Groceries
TXN000322,2025-02-07,IRCTC RAIL BOOKING,IRCTC,74857.01,Expense,Travel
TXN000323,2023-12-23,UBER TRIP,Uber,1114.73,Expense,Transportation
TXN000324,2024-06-09,CAFE COFFEE DAY,Cafe Coffee Day,363.51,Expense,Food & Dining
TXN000325,2024-01-07,BOOKMYSHOW,BookMyShow,999.00,Expense,Entertainment
TXN000326,2022-09-19,BURGER KING,Burger King,206.47,Expense,Food & Dining
TXN000327,2025-05-07,MOBILE RECHARGE AIRTEL,Airtel,1650.00,Expense,Utilities
TXN000328,2025-02-25,HOUSE RENT NEFT,Landlord,36500.00,Expense,Rent
TXN000329,2022-07-03,NETFLIX.COM,Netflix,499.00,Expense,Entertainment
TXN000330,2024-02-16,REFUND CREDIT,Merchant Refund,16504.93,Income,Transfer
TXN000331,2025-09-04,UBER TRIP,Uber,697.25,Expense,Transportation
TXN000332,2024-07-24,PANTALOONS RETAIL,Pantaloons,1350.00,Expense,Shopping
TXN000333,2023-02-13,SALARY CREDIT INFOSYS,Infosys Ltd,123000.00,Income,Salary
TXN000334,2023-12-14,WATER BILL,Municipal Water Board,1510.00,Expense,Utilities
TXN000335,2023-11-14,RAPIDO BIKE TAXI,Rapido,208.93,Expense,Transportation
TXN000336,2023-12-14,RECURRING DEPOSIT,HDFC Bank RD,17700.02,Expense,Investment
TXN000337,2025-04-10,SHELL PETROL PUMP,Shell,1746.09,Expense,Fuel
TXN000338,2023-01-19,SPOTIFY,Spotify,649.00,Expense,Entertainment
TXN000339,2025-03-22,SALON AND SPA PAYMENT,Lakme Salon,1350.00,Expense,Miscellaneous
TXN000340,2025-03-16,BYJUS LEARNING APP,Byju's,9540.00,Expense,Education
TXN000341,2024-10-30,SALARY CREDIT ACCENTURE,Accenture,48600.00,Income,Salary
TXN000342,2024-08-28,SALARY CREDIT WIPRO,Wipro Ltd,61000.00,Income,Salary
TXN000343,2022-03-01,NATURE BASKET,Nature's Basket,3294.20,Expense,Groceries
TXN000344,2024-09-19,SALARY CREDIT TCS,TCS Ltd,181500.00,Income,Salary
TXN000345,2024-08-22,MAKEMYTRIP BOOKING,MakeMyTrip,10670.00,Expense,Travel
TXN000346,2022-05-05,BEHROUZ BIRYANI,Behrouz Biryani,1160.00,Expense,Food & Dining
TXN000347,2025-11-14,RELIANCE DIGITAL,Reliance Digital,18907.35,Expense,Shopping
TXN000348,2024-09-25,MAKEMYTRIP BOOKING,MakeMyTrip,26944.04,Expense,Travel
TXN000349,2025-11-07,GOAIR FLIGHT,GoAir,27950.84,Expense,Travel
TXN000350,2023-08-29,COLLEGE FEE NEFT,University,49219.29,Expense,Education
TXN000351,2025-02-10,GAS BILL PAYMENT,Indane Gas,792.43,Expense,Utilities
TXN000352,2024-03-12,UPI PAYMENT MISC,Individual,2707.57,Expense,Miscellaneous
TXN000353,2023-07-12,ZEPTO GROCERY,Zepto,4150.00,Expense,Groceries
TXN000354,2024-01-31,ZARA STORE,Zara,8300.00,Expense,Shopping
TXN000355,2025-01-06,WIFI BILL PAYMENT,Hathway,2520.00,Expense,Utilities
TXN000356,2022-02-18,MANIPAL HOSPITAL,Manipal Hospital,3650.00,Expense,Healthcare
TXN000357,2025-10-25,MCDONALDS,McDonald's,719.92,Expense,Food & Dining
TXN000358,2022-06-11,BMTC BUS PASS,BMTC,538.68,Expense,Transportation
TXN000359,2024-03-10,SWIGGY BANGALORE,Swiggy,508.02,Expense,Food & Dining
TXN000360,2022-04-15,RENT PAYMENT UPI,Property Owner,55500.00,Expense,Rent
TXN000361,2022-07-19,ATM WITHDRAWAL,ATM,18395.39,Expense,Cash Withdrawal
TXN000362,2022-01-26,OYO ROOMS,OYO,56513.17,Expense,Travel
TXN000363,2022-11-20,CASH WITHDRAWAL ICICI ATM,ICICI ATM,804.79,Expense,Cash Withdrawal
TXN000364,2024-04-10,ATM WITHDRAWAL,ATM,2804.65,Expense,Cash Withdrawal
TXN000365,2025-05-26,MUTUAL FUND SIP ZERODHA,Zerodha Coin,48170.00,Expense,Investment
TXN000366,2022-06-13,UNACADEMY SUBSCRIPTION,Unacademy,12870.00,Expense,Education
TXN000367,2022-11-16,SCHOOL FEE PAYMENT,DPS School,8560.00,Expense,Education
TXN000368,2025-09-02,TATA CLIQ,Tata Cliq,72750.00,Expense,Shopping
TXN000369,2024-05-24,CASH WITHDRAWAL HDFC ATM,HDFC ATM,13998.32,Expense,Cash Withdrawal
TXN000370,2023-07-25,MCDONALDS,McDonald's,774.55,Expense,Food & Dining
TXN000371,2023-08-28,IKEA HOME STORE,IKEA,56040.00,Expense,Shopping
TXN000372,2025-12-28,RAPIDO BIKE TAXI,Rapido,1433.65,Expense,Transportation
TXN000373,2025-01-29,REDBUS TICKET,RedBus,513.49,Expense,Travel
TXN000374,2023-07-01,BEHROUZ BIRYANI,Behrouz Biryani,1190.00,Expense,Food & Dining
TXN000375,2023-06-08,IKEA HOME STORE,IKEA,21850.00,Expense,Shopping
TXN000376,2022-08-31,NPS CONTRIBUTION,NPS Trust,33220.00,Expense,Investment
TXN000377,2022-04-22,SALARY CREDIT ACCENTURE,Accenture,160500.00,Income,Salary
TXN000378,2023-07-29,PRACTO CONSULTATION,Practo,12674.13,Expense,Healthcare
TXN000379,2022-05-10,RAPIDO BIKE TAXI,Rapido,1446.29,Expense,Transportation
TXN000380,2025-02-03,PIZZA HUT,Pizza Hut,1102.65,Expense,Food & Dining
TXN000381,2025-06-22,AMAZON PAY INDIA,Amazon,66340.77,Expense,Shopping
TXN000382,2022-10-27,BHARAT PETROLEUM,Bharat Petroleum,1670.00,Expense,Fuel
TXN000383,2023-08-06,BHARAT PETROLEUM,Bharat Petroleum,2435.44,Expense,Fuel
TXN000384,2024-07-10,REFUND CREDIT,Merchant Refund,19360.00,Income,Transfer
TXN000385,2024-05-07,AIR INDIA,Air India,66540.00,Expense,Travel
TXN000386,2024-09-26,UDEMY COURSE PAYMENT,Udemy,49594.60,Expense,Education
TXN000387,2025-08-13,INOX MOVIES,INOX,499.00,Expense,Entertainment
TXN000388,2024-08-31,ZEE5 SUBSCRIPTION,Zee5,299.00,Expense,Entertainment
TXN000389,2025-04-19,SWIGGY BANGALORE,Swiggy,897.79,Expense,Food & Dining
TXN000390,2023-03-23,UNACADEMY SUBSCRIPTION,Unacademy,58400.00,Expense,Education
TXN000391,2022-04-14,INDIAN OIL PETROL PUMP,Indian Oil,1660.00,Expense,Fuel
TXN000392,2025-09-12,PPF DEPOSIT,SBI PPF,6951.28,Expense,Investment
TXN000393,2024-02-05,BYJUS LEARNING APP,Byju's,11557.69,Expense,Education
TXN000394,2022-05-26,ATM WITHDRAWAL,ATM,17954.04,Expense,Cash Withdrawal
TXN000395,2024-07-30,ATM WITHDRAWAL,ATM,15330.00,Expense,Cash Withdrawal
TXN000396,2022-09-25,SALARY CREDIT HCL,HCL Technologies,60400.00,Income,Salary
TXN000397,2024-10-08,PET STORE PURCHASE,Heads Up For Tails,5640.00,Expense,Miscellaneous
TXN000398,2022-01-12,REFUND CREDIT,Merchant Refund,30480.00,Income,Transfer
TXN000399,2022-06-10,MUTUAL FUND SIP,Groww,33952.70,Expense,Investment
TXN000400,2023-12-09,BURGER KING,Burger King,1130.00,Expense,Food & Dining
TXN000401,2025-11-04,AMAZON PRIME VIDEO,Amazon Prime,649.00,Expense,Entertainment
TXN000402,2024-05-25,UPI PAYMENT RECEIVED,Individual,42200.00,Income,Transfer
TXN000403,2023-12-14,CASH WITHDRAWAL HDFC ATM,HDFC ATM,8666.32,Expense,Cash Withdrawal
TXN000404,2024-07-22,INTEREST CREDIT,Bank,44700.41,Income,Transfer
TXN000405,2022-06-12,INTEREST CREDIT,Bank,30140.00,Income,Transfer
TXN000406,2023-07-20,UNACADEMY SUBSCRIPTION,Unacademy,55170.99,Expense,Education
TXN000407,2022-10-30,SALARY CREDIT ACCENTURE,Accenture,100400.00,Income,Salary
TXN000408,2025-02-23,KFC,KFC,877.62,Expense,Food & Dining
TXN000409,2024-08-24,APOLLO PHARMACY,Apollo Pharmacy,8035.60,Expense,Healthcare
TXN000410,2023-09-22,DONATION PAYMENT,NGO Trust,1340.00,Expense,Miscellaneous
TXN000411,2024-09-14,ZARA STORE,Zara,16970.00,Expense,Shopping
TXN000412,2022-01-15,KFC,KFC,245.84,Expense,Food & Dining
TXN000413,2024-08-16,ESSAR OIL FUEL STATION,Essar Oil,1582.33,Expense,Fuel
TXN000414,2022-06-19,BMTC BUS PASS,BMTC,1470.00,Expense,Transportation
TXN000415,2024-04-25,SONY LIV,SonyLIV,649.00,Expense,Entertainment
TXN000416,2022-01-20,IRCTC RAIL BOOKING,IRCTC,68233.90,Expense,Travel
TXN000417,2023-02-03,GIFT PURCHASE UPI,Individual,4955.61,Expense,Miscellaneous
TXN000418,2024-04-05,WATER BILL,Municipal Water Board,2140.00,Expense,Utilities
TXN000419,2022-10-13,UPI PAYMENT MISC,Individual,6810.00,Expense,Miscellaneous
TXN000420,2022-08-29,CASH WITHDRAWAL SBI ATM,SBI ATM,19738.77,Expense,Cash Withdrawal
TXN000421,2024-11-07,YATRA ONLINE,Yatra,62595.98,Expense,Travel
TXN000422,2024-11-20,ATM WITHDRAWAL,ATM,18933.78,Expense,Cash Withdrawal
TXN000423,2023-08-05,PARKING FEE PAYMENT,Parking Services,541.39,Expense,Transportation
TXN000424,2025-12-06,CASH WITHDRAWAL HDFC ATM,HDFC ATM,5110.00,Expense,Cash Withdrawal
TXN000425,2025-11-10,SALARY CREDIT,Employer Pvt Ltd,149900.00,Income,Salary
TXN000426,2022-03-21,MANIPAL HOSPITAL,Manipal Hospital,6057.73,Expense,Healthcare
TXN000427,2025-12-05,APOLLO PHARMACY,Apollo Pharmacy,9421.26,Expense,Healthcare
TXN000428,2023-03-06,SUBWAY,Subway,1054.74,Expense,Food & Dining
TXN000429,2022-06-17,PRACTO CONSULTATION,Practo,7210.00,Expense,Healthcare
TXN000430,2025-07-18,CASH WITHDRAWAL SBI ATM,SBI ATM,7490.00,Expense,Cash Withdrawal
TXN000431,2025-07-10,DONATION PAYMENT,NGO Trust,9430.00,Expense,Miscellaneous
TXN000432,2023-05-28,RECURRING DEPOSIT,HDFC Bank RD,34862.50,Expense,Investment
TXN000433,2024-08-21,RELIANCE FRESH,Reliance Fresh,4300.00,Expense,Groceries
TXN000434,2023-09-13,PVR CINEMAS,PVR Cinemas,99.00,Expense,Entertainment
TXN000435,2025-12-25,RTGS TRANSFER CREDIT,Individual,38370.00,Income,Transfer
TXN000436,2023-04-13,YOUTUBE PREMIUM,YouTube Premium,499.00,Expense,Entertainment
TXN000437,2025-05-09,DMART SUPERMARKET,DMart,606.93,Expense,Groceries
TXN000438,2025-02-24,MOBILE RECHARGE VI,Vi,2100.00,Expense,Utilities
TXN000439,2022-05-22,INDIAN OIL PETROL PUMP,Indian Oil,4930.00,Expense,Fuel
TXN000440,2023-08-03,DELHI METRO RECHARGE,DMRC,805.46,Expense,Transportation
TXN000441,2024-03-15,SALARY CREDIT TCS,TCS Ltd,197200.00,Income,Salary
TXN000442,2024-09-05,GAS BILL PAYMENT,Indane Gas,422.69,Expense,Utilities
TXN000443,2025-10-20,SALARY CREDIT ACCENTURE,Accenture,185500.00,Income,Salary
TXN000444,2023-12-05,SALARY CREDIT,Employer Pvt Ltd,54200.00,Income,Salary
TXN000445,2025-12-29,RENT TRANSFER,Landlord,53500.00,Expense,Rent
TXN000446,2025-06-08,UNACADEMY SUBSCRIPTION,Unacademy,34426.76,Expense,Education
TXN000447,2022-04-14,DIAGNOSTIC LAB TEST,Dr Lal PathLabs,2686.24,Expense,Healthcare
TXN000448,2022-08-30,VISTARA AIRLINES,Vistara,22975.19,Expense,Travel
TXN000449,2025-09-13,SALARY CREDIT HCL,HCL Technologies,119400.00,Income,Salary
TXN000450,2023-07-21,CASH WITHDRAWAL SBI ATM,SBI ATM,1530.00,Expense,Cash Withdrawal
TXN000451,2023-05-01,STOCK PURCHASE NSE,Zerodha,13835.71,Expense,Investment
TXN000452,2024-02-25,SERVICE CHARGE DEBIT,Bank,4556.14,Expense,Miscellaneous
TXN000453,2024-04-13,HP PETROL PUMP,HP Petrol,3368.60,Expense,Fuel
TXN000454,2023-10-21,SONY LIV,SonyLIV,299.00,Expense,Entertainment
TXN000455,2023-04-22,REFUND CREDIT,Merchant Refund,35487.64,Income,Transfer
TXN000456,2022-09-21,DIAGNOSTIC LAB TEST,Dr Lal PathLabs,1561.28,Expense,Healthcare
TXN000457,2022-05-12,MUTUAL FUND SIP,Groww,13520.00,Expense,Investment
TXN000458,2023-03-22,AIRBNB BOOKING,Airbnb,16470.68,Expense,Travel
TXN000459,2025-02-14,ANNUAL MAINTENANCE FEE,Bank,6628.17,Expense,Miscellaneous
TXN000460,2025-06-07,METRO CARD RECHARGE,Metro Rail,606.87,Expense,Transportation
TXN000461,2022-12-22,VISTARA AIRLINES,Vistara,58570.00,Expense,Travel
TXN000462,2023-12-12,DTH RECHARGE TATA PLAY,Tata Play,2163.57,Expense,Utilities
TXN000463,2024-12-20,NETFLIX.COM,Netflix,299.00,Expense,Entertainment
TXN000464,2022-04-04,SWIGGY DELHI,Swiggy,1042.71,Expense,Food & Dining
TXN000465,2022-10-03,HOUSE RENT NEFT,Landlord,49500.00,Expense,Rent
TXN000466,2022-06-27,BROADBAND INTERNET BILL,ACT Fibernet,3600.00,Expense,Utilities
TXN000467,2024-02-15,SALARY CREDIT INFOSYS,Infosys Ltd,169300.00,Income,Salary
TXN000468,2022-08-06,RENT PAYMENT UPI,Property Owner,24000.00,Expense,Rent
TXN000469,2022-12-05,ZEPTO GROCERY,Zepto,6771.89,Expense,Groceries
TXN000470,2023-05-19,SALARY CREDIT,Employer Pvt Ltd,161000.00,Income,Salary
TXN000471,2022-03-31,SALARY CREDIT ACCENTURE,Accenture,92000.00,Income,Salary
TXN000472,2025-08-18,SALON AND SPA PAYMENT,Lakme Salon,7080.00,Expense,Miscellaneous
TXN000473,2023-12-11,INDIAN OIL PETROL PUMP,Indian Oil,4642.85,Expense,Fuel
TXN000474,2022-03-13,FASTAG RECHARGE,NHAI FASTag,296.15,Expense,Transportation
TXN000475,2024-11-30,DONATION PAYMENT,NGO Trust,6480.00,Expense,Miscellaneous
TXN000476,2024-06-21,TAJ HOTELS BOOKING,Taj Hotels,4150.00,Expense,Travel
TXN000477,2025-12-25,HOUSE RENT NEFT,Landlord,12500.00,Expense,Rent
TXN000478,2022-09-09,GIFT PURCHASE UPI,Individual,2410.00,Expense,Miscellaneous
TXN000479,2024-12-22,OLA CABS,Ola,1044.41,Expense,Transportation
TXN000480,2022-06-11,HALDIRAM RESTAURANT,Haldiram's,895.25,Expense,Food & Dining
TXN000481,2025-11-20,COURIER SERVICE PAYMENT,Delhivery,1440.00,Expense,Miscellaneous
TXN000482,2023-02-13,ANNUAL MAINTENANCE FEE,Bank,1940.00,Expense,Miscellaneous
TXN000483,2024-07-17,WATER BILL,Municipal Water Board,2510.00,Expense,Utilities
TXN000484,2024-05-15,SALARY CREDIT INFOSYS,Infosys Ltd,102200.00,Income,Salary
TXN000485,2023-08-28,RENT PAYMENT UPI,Property Owner,46500.00,Expense,Rent
TXN000486,2022-02-05,ANNUAL MAINTENANCE FEE,Bank,4850.00,Expense,Miscellaneous
TXN000487,2024-02-18,ZEE5 SUBSCRIPTION,Zee5,499.00,Expense,Entertainment
TXN000488,2023-11-16,LIBRARY MEMBERSHIP FEE,City Library,21071.43,Expense,Education
TXN000489,2025-04-27,ZEPTO GROCERY,Zepto,4650.00,Expense,Groceries
TXN000490,2022-01-20,PPF DEPOSIT,SBI PPF,9240.00,Expense,Investment
TXN000491,2025-01-10,SCHOOL FEE PAYMENT,DPS School,34030.00,Expense,Education
TXN000492,2024-07-25,YATRA ONLINE,Yatra,52847.31,Expense,Travel
TXN000493,2023-08-04,RTGS TRANSFER CREDIT,Individual,28790.00,Income,Transfer
TXN000494,2025-03-12,TAJ HOTELS BOOKING,Taj Hotels,71481.19,Expense,Travel
TXN000495,2023-01-18,RENT TRANSFER,Landlord,16500.00,Expense,Rent
TXN000496,2023-10-30,UPI PAYMENT RECEIVED,Individual,27900.00,Income,Transfer
TXN000497,2025-03-06,UDEMY COURSE PAYMENT,Udemy,11440.00,Expense,Education
TXN000498,2023-04-12,MEDPLUS PHARMACY,MedPlus,2188.91,Expense,Healthcare
TXN000499,2023-10-09,SWIGGY MUMBAI,Swiggy,691.57,Expense,Food & Dining
TXN000500,2022-04-27,UBER TRIP,Uber,769.04,Expense,Transportation
TXN000501,2024-01-08,SCHOOL FEE PAYMENT,DPS School,33752.90,Expense,Education
TXN000502,2022-08-16,FORTIS HOSPITAL,Fortis Healthcare,12727.92,Expense,Healthcare
TXN000503,2022-10-06,INTEREST CREDIT,Bank,4416.24,Income,Transfer
TXN000504,2025-12-24,RENT PAYMENT UPI,Property Owner,47500.00,Expense,Rent
TXN000505,2025-02-03,MUTUAL FUND SIP,Groww,13400.51,Expense,Investment
TXN000506,2023-10-11,INOX MOVIES,INOX,499.00,Expense,Entertainment
TXN000507,2022-05-01,APPLE MUSIC,Apple Music,999.00,Expense,Entertainment
TXN000508,2022-08-07,BIGBASKET ONLINE,BigBasket,6290.00,Expense,Groceries
TXN000509,2024-04-21,NPS CONTRIBUTION,NPS Trust,30241.52,Expense,Investment
TXN000510,2025-05-17,SERVICE CHARGE DEBIT,Bank,2133.47,Expense,Miscellaneous
TXN000511,2023-09-22,RELIANCE FRESH,Reliance Fresh,4881.84,Expense,Groceries
TXN000512,2024-06-23,ATM WITHDRAWAL,ATM,14450.00,Expense,Cash Withdrawal
TXN000513,2025-06-08,SALARY CREDIT ACCENTURE,Accenture,85500.00,Income,Salary
TXN000514,2022-04-08,OLA CABS,Ola,514.96,Expense,Transportation
TXN000515,2023-10-04,CASH WITHDRAWAL SBI ATM,SBI ATM,11178.44,Expense,Cash Withdrawal
TXN000516,2022-12-27,FORTIS HOSPITAL,Fortis Healthcare,3700.00,Expense,Healthcare
TXN000517,2022-07-25,TATA CLIQ,Tata Cliq,65590.00,Expense,Shopping
TXN000518,2025-04-20,HOUSE RENT NEFT,Landlord,41000.00,Expense,Rent
TXN000519,2024-02-09,SHELL PETROL PUMP,Shell,677.17,Expense,Fuel
TXN000520,2023-08-28,DECATHLON SPORTS,Decathlon,1841.08,Expense,Shopping
TXN000521,2024-01-15,OYO ROOMS,OYO,66112.22,Expense,Travel
TXN000522,2024-08-17,UNACADEMY SUBSCRIPTION,Unacademy,16736.87,Expense,Education
TXN000523,2025-05-16,AIR INDIA,Air India,64170.00,Expense,Travel
TXN000524,2024-04-25,SALARY CREDIT TCS,TCS Ltd,83300.00,Income,Salary
TXN000525,2023-02-20,ATM WITHDRAWAL,ATM,8811.12,Expense,Cash Withdrawal
TXN000526,2022-04-14,ZOMATO ORDER,Zomato,1030.40,Expense,Food & Dining
TXN000527,2023-04-21,SALARY CREDIT ACCENTURE,Accenture,85500.00,Income,Salary
TXN000528,2023-01-28,RELIANCE FRESH,Reliance Fresh,1970.00,Expense,Groceries
TXN000529,2024-05-20,SERVICE CHARGE DEBIT,Bank,6939.10,Expense,Miscellaneous
TXN000530,2025-11-15,MOBILE RECHARGE JIO,Jio,253.27,Expense,Utilities
TXN000531,2025-04-18,HOTSTAR DISNEY,Disney+ Hotstar,999.00,Expense,Entertainment
TXN000532,2022-10-03,MUTUAL FUND SIP ZERODHA,Zerodha Coin,31660.00,Expense,Investment
TXN000533,2023-10-17,NETMEDS ONLINE,Netmeds,2684.73,Expense,Healthcare
TXN000534,2022-09-19,DELHI METRO RECHARGE,DMRC,1356.73,Expense,Transportation
TXN000535,2022-04-10,SALON AND SPA PAYMENT,Lakme Salon,2969.58,Expense,Miscellaneous
TXN000536,2022-11-23,SWIGGY BANGALORE,Swiggy,1090.00,Expense,Food & Dining
TXN000537,2025-02-04,RELIANCE FRESH,Reliance Fresh,878.00,Expense,Groceries
TXN000538,2024-02-24,PRACTO CONSULTATION,Practo,9890.86,Expense,Healthcare
TXN000539,2024-11-18,RENT PAYMENT UPI,Property Owner,13000.00,Expense,Rent
TXN000540,2023-09-17,RENT TRANSFER,Landlord,19000.00,Expense,Rent
TXN000541,2025-08-04,DECATHLON SPORTS,Decathlon,31440.00,Expense,Shopping
TXN000542,2025-06-19,SHELL PETROL PUMP,Shell,3300.00,Expense,Fuel
TXN000543,2022-06-08,UNACADEMY SUBSCRIPTION,Unacademy,43497.76,Expense,Education
TXN000544,2024-12-21,SONY LIV,SonyLIV,149.00,Expense,Entertainment
TXN000545,2022-05-10,MOBILE RECHARGE AIRTEL,Airtel,3210.00,Expense,Utilities
TXN000546,2024-06-12,RENT PAYMENT UPI,Property Owner,23000.00,Expense,Rent
TXN000547,2025-12-03,NPS CONTRIBUTION,NPS Trust,47490.00,Expense,Investment
TXN000548,2025-10-22,COURIER SERVICE PAYMENT,Delhivery,3740.00,Expense,Miscellaneous
TXN000549,2025-03-21,CASH WITHDRAWAL ICICI ATM,ICICI ATM,14810.00,Expense,Cash Withdrawal
TXN000550,2023-10-03,AIRBNB BOOKING,Airbnb,34370.00,Expense,Travel
TXN000551,2024-07-13,SALARY CREDIT,Employer Pvt Ltd,144800.00,Income,Salary
TXN000552,2024-05-26,ATM WITHDRAWAL,ATM,14860.00,Expense,Cash Withdrawal
TXN000553,2024-09-04,SHELL PETROL PUMP,Shell,3357.53,Expense,Fuel
TXN000554,2025-11-24,BOOKMYSHOW,BookMyShow,799.00,Expense,Entertainment
TXN000555,2024-09-24,RENT PAYMENT UPI,Property Owner,26500.00,Expense,Rent
TXN000556,2024-02-01,DELHI METRO RECHARGE,DMRC,915.68,Expense,Transportation
TXN000557,2024-01-14,SALARY CREDIT HCL,HCL Technologies,47400.00,Income,Salary
TXN000558,2024-12-08,COLLEGE FEE NEFT,University,38495.25,Expense,Education
TXN000559,2025-08-25,STAR BAZAAR,Star Bazaar,2379.63,Expense,Groceries
TXN000560,2023-05-04,SALON AND SPA PAYMENT,Lakme Salon,5442.37,Expense,Miscellaneous
TXN000561,2024-05-31,LIFESTYLE STORES,Lifestyle,13340.00,Expense,Shopping
TXN000562,2024-12-27,IMPS TRANSFER RECEIVED,Individual,23156.55,Income,Transfer
TXN000563,2024-05-30,CROMA ELECTRONICS,Croma,8494.55,Expense,Shopping
TXN000564,2023-05-27,MAX HOSPITAL,Max Healthcare,10460.00,Expense,Healthcare
TXN000565,2023-06-03,FASTAG RECHARGE,NHAI FASTag,121.41,Expense,Transportation
TXN000566,2024-02-28,SWIGGY DELHI,Swiggy,665.19,Expense,Food & Dining
TXN000567,2023-07-29,INOX MOVIES,INOX,649.00,Expense,Entertainment
TXN000568,2025-09-12,RECURRING DEPOSIT,HDFC Bank RD,43670.00,Expense,Investment
TXN000569,2025-10-17,IRCTC RAIL BOOKING,IRCTC,827.84,Expense,Travel
TXN000570,2022-12-24,LIC PREMIUM PAYMENT,LIC of India,23130.00,Expense,Investment
TXN000571,2023-12-18,RAPIDO BIKE TAXI,Rapido,654.95,Expense,Transportation
TXN000572,2024-06-09,IMPS TRANSFER RECEIVED,Individual,35946.00,Income,Transfer
TXN000573,2025-04-12,FORTIS HOSPITAL,Fortis Healthcare,1810.00,Expense,Healthcare
TXN000574,2022-04-22,SALARY CREDIT HCL,HCL Technologies,88700.00,Income,Salary
TXN000575,2022-03-26,JIOMART GROCERY,JioMart,2970.00,Expense,Groceries
TXN000576,2024-02-18,SWIGGY DELHI,Swiggy,280.57,Expense,Food & Dining
TXN000577,2025-05-17,FAASOS,Faasos,185.82,Expense,Food & Dining
TXN000578,2025-06-12,NEFT TRANSFER CREDIT,Individual,28219.19,Income,Transfer
TXN000579,2023-04-01,SERVICE CHARGE DEBIT,Bank,1374.27,Expense,Miscellaneous
TXN000580,2022-02-20,RELIANCE FRESH,Reliance Fresh,655.85,Expense,Groceries
TXN000581,2022-01-19,RENT PAYMENT UPI,Property Owner,12500.00,Expense,Rent
TXN000582,2025-04-14,GOAIR FLIGHT,GoAir,23877.06,Expense,Travel
TXN000583,2025-12-05,SCHOOL FEE PAYMENT,DPS School,37480.00,Expense,Education
TXN000584,2023-09-23,INTEREST CREDIT,Bank,15614.01,Income,Transfer
TXN000585,2025-06-27,IKEA HOME STORE,IKEA,46095.28,Expense,Shopping
TXN000586,2022-05-31,LIFESTYLE STORES,Lifestyle,67470.00,Expense,Shopping
TXN000587,2023-05-13,INOX MOVIES,INOX,299.00,Expense,Entertainment
TXN000588,2022-06-07,MUTUAL FUND SIP ZERODHA,Zerodha Coin,25970.00,Expense,Investment
TXN000589,2025-06-22,DTH RECHARGE TATA PLAY,Tata Play,356.40,Expense,Utilities
TXN000590,2025-12-12,ZARA STORE,Zara,65470.00,Expense,Shopping
TXN000591,2025-06-09,REDBUS TICKET,RedBus,4838.01,Expense,Travel
TXN000592,2023-01-12,YOUTUBE PREMIUM,YouTube Premium,999.00,Expense,Entertainment
TXN000593,2023-04-28,STOCK PURCHASE NSE,Zerodha,27989.33,Expense,Investment
TXN000594,2022-08-01,AIR INDIA,Air India,33574.20,Expense,Travel
TXN000595,2023-01-19,PARKING FEE PAYMENT,Parking Services,1350.00,Expense,Transportation
TXN000596,2024-07-28,NPS CONTRIBUTION,NPS Trust,34238.94,Expense,Investment
TXN000597,2022-03-18,BHARAT PETROLEUM,Bharat Petroleum,343.56,Expense,Fuel
TXN000598,2023-02-11,YATRA ONLINE,Yatra,48915.64,Expense,Travel
